timestamp,temperature_c,humidity_percent,pressure_hpa,is_anomaly,anomaly_type
2024-01-01 00:00:00,19.413199240178113,58.06688683347315,1014.1569533385111,0,none
2024-01-01 01:00:00,21.524891066140132,51.21293830665901,1013.8209071261775,0,none
2024-01-01 02:00:00,23.014756703237527,50.587861221031964,1014.6273062157247,0,none
2024-01-01 03:00:00,23.297334664439294,45.25283530076402,1011.9524136423483,0,none
2024-01-01 04:00:00,25.041061489949307,43.14087000355536,1016.090651431569,0,none
2024-01-01 05:00:00,24.491395743658494,47.3929675031215,1011.3009114618735,0,none
2024-01-01 06:00:00,26.654518495174806,41.139415821359385,1013.8813722955156,0,none
2024-01-01 07:00:00,26.366178872020203,43.71782728827799,1010.4253079394726,0,none
2024-01-01 08:00:00,26.78924827853846,50.084422786812254,1013.1540153912428,0,none
2024-01-01 09:00:00,24.167616859285346,49.48770235354918,1012.4735212243078,0,none
2024-01-01 10:00:00,22.304805279881947,52.512786940638335,1011.8535627449944,0,none
2024-01-01 11:00:00,21.422128006044645,58.084655446964135,1009.8256337926383,0,none
2024-01-01 12:00:00,19.776133015035015,59.182089058249176,1013.0340868349618,0,none
2024-01-01 13:00:00,19.307508832686203,62.239401955213886,1015.2605208634077,0,none
2024-01-01 14:00:00,44.210661678340834,70.13957892408949,1013.3678427816086,1,spike
2024-01-01 15:00:00,16.598548238959754,71.25050134220318,1012.2121420278212,0,none
2024-01-01 16:00:00,17.090823008309165,69.87989271321273,1014.4917063939587,0,none
2024-01-01 17:00:00,16.24421797432364,74.02333278985816,1013.1728951560336,0,none
2024-01-01 18:00:00,16.08819755482774,73.06985571001965,1011.4001839452895,0,none
2024-01-01 19:00:00,13.45456776320816,75.91279014213664,1013.8996992952088,0,none
2024-01-01 20:00:00,16.544139597174045,72.9466776093682,1010.3452189089513,0,none
2024-01-01 21:00:00,16.046158797503885,73.1608629782631,1011.8060904553734,0,none
2024-01-01 22:00:00,17.934226084900285,68.59014306817741,1012.8446046766414,0,none
2024-01-01 23:00:00,,63.52717515196559,1009.8179342844468,1,null
2024-01-02 00:00:00,20.04823632257593,62.065750685343914,1012.5451655231724,0,none
2024-01-02 01:00:00,21.877467766813588,52.46945479110894,1016.2194510666969,0,none
2024-01-02 02:00:00,20.848102291720036,55.16510801608436,1013.0861540619601,0,none
2024-01-02 03:00:00,21.12846012481249,44.18486418565766,1012.6994283026481,0,none
2024-01-02 04:00:00,25.96438463056233,46.91020065770675,1012.2538565850582,0,none
2024-01-02 05:00:00,26.93615994049292,39.45549383280682,1014.5851908254185,0,none
2024-01-02 06:00:00,26.30179413533143,39.25259704009085,1015.693275896015,0,none
